credit_score,dti,num_defaults,annual_income,employment_years,age,loan_amount,label
694,0.39,0,63503,2.9,35,19089,approved
686,0.325,0,57212,11.0,69,22929,approved
830,0.367,0,52572,18.8,49,19168,approved
673,0.117,0,64053,3.3,22,1000,approved
728,0.029,0,104138,1.5,35,33720,approved
670,0.47,2,52297,4.3,31,17347,denied
722,0.235,0,98141,10.9,54,32495,approved
731,0.31,0,95561,3.4,59,18530,approved
664,0.309,0,101867,2.1,55,1000,approved
655,0.282,0,99233,3.8,55,19895,approved
752,0.001,0,83436,0.7,20,14593,approved
665,0.012,0,72897,2.4,72,16463,approved
763,0.477,0,64297,6.5,75,15736,denied
691,0.227,0,54122,0.1,40,15382,approved
754,0.234,1,27199,1.8,18,17864,denied
778,0.702,1,56214,4.4,46,26848,denied
679,0.552,0,68967,1.2,32,18330,denied
730,0.322,0,76235,19.5,28,35169,approved
651,0.11,0,88633,3.7,56,5101,approved
622,0.27,2,70529,3.7,61,21677,denied
581,0.242,0,98235,20.4,72,33457,denied
738,0.179,0,81309,7.7,18,22993,approved
757,0.286,1,22927,8.9,52,6919,denied
616,0.389,0,83154,14.7,35,25337,denied
788,0.104,0,98755,4.4,49,3470,approved
743,0.381,0,128506,4.0,23,22107,approved
795,0.639,0,57619,23.6,68,35392,denied
762,0.156,0,27043,1.5,47,39652,approved
688,0.136,0,20977,0.1,65,2077,approved
760,0.045,1,112810,6.3,63,1062,denied
676,0.113,0,128226,2.7,53,7846,approved
711,0.368,0,98617,7.7,23,1000,approved
704,0.194,1,98216,0.6,48,19534,denied
609,0.181,0,103265,7.1,18,9119,denied
684,0.534,0,20525,18.7,39,20558,denied
567,0.321,0,80055,2.2,20,26787,denied
674,0.172,0,57383,1.0,67,2327,approved
708,0.492,0,48851,15.4,55,30390,denied
659,0.219,1,66920,14.4,34,31198,denied
725,0.228,0,38859,6.3,28,15468,approved
644,0.385,0,46216,7.0,18,13937,approved
499,0.216,0,106042,3.5,74,14302,denied
677,0.146,0,36600,6.3,57,1000,approved
695,0.21,2,44038,16.5,52,19212,denied
693,0.52,0,61956,7.3,38,48888,denied
744,0.372,0,86087,0.9,56,34366,approved
786,0.067,0,80175,0.0,43,2407,approved
736,0.508,0,89544,3.8,41,24014,denied
670,0.039,1,85299,16.3,25,15719,denied
764,0.263,0,15000,0.1,59,34703,approved
643,0.24,1,81133,1.2,51,15040,denied
683,0.312,0,35240,7.3,69,26369,approved
605,0.451,0,45771,4.8,71,21634,denied
738,0.5,0,41413,1.6,25,40336,denied
650,0.508,0,42901,4.6,18,15147,denied
775,0.376,0,60215,4.4,22,26029,approved
750,0.325,0,36495,2.7,31,31012,approved
805,0.394,0,24982,25.1,62,20227,approved
822,0.27,1,15737,14.4,62,42991,denied
691,0.319,0,106447,12.3,27,11466,approved
730,0.37,0,72837,10.8,62,28449,approved
724,0.517,0,100567,18.0,32,6290,denied
628,0.274,0,45648,3.3,25,25056,denied
658,0.203,2,31753,4.1,58,22441,denied
686,0.146,0,43046,5.3,48,28404,approved
752,0.268,0,92632,2.3,72,1000,approved
684,0.158,0,49570,2.7,32,24156,approved
697,0.447,0,77335,16.9,73,17269,denied
626,0.0,1,55334,4.9,23,32403,denied
757,0.23,0,40339,19.3,51,1211,approved
667,0.495,2,135136,3.9,50,10331,denied
829,0.504,0,37585,6.4,23,1000,denied
710,0.533,0,112464,3.9,36,15112,denied
598,0.497,0,87801,4.5,35,7632,denied
675,0.149,0,94379,4.5,71,25629,approved
678,0.293,0,48586,1.3,23,21990,approved
715,0.246,1,80809,4.3,39,22376,denied
590,0.145,0,60643,9.8,71,1488,denied
746,0.206,0,63601,0.4,47,13876,approved
712,0.484,0,73861,1.3,62,21455,denied
655,0.293,0,65501,0.3,58,5867,approved
749,0.574,1,85623,4.0,49,11059,denied
666,0.317,0,89041,6.2,35,19027,approved
742,0.596,0,98286,4.6,59,9411,denied
674,0.343,0,58877,1.1,25,16173,approved
763,0.094,0,99827,1.4,40,4819,approved
707,0.337,0,63700,0.6,67,13899,approved
717,0.348,0,157447,1.7,56,1000,approved
785,0.353,0,53897,5.0,52,1000,approved
714,0.405,0,57168,5.1,62,31088,denied
695,0.284,0,101109,0.2,48,31772,approved
769,0.354,0,86557,18.4,30,7615,approved
645,0.158,0,51543,3.1,45,11788,approved
705,0.277,0,109941,8.8,37,37037,approved
704,0.316,0,112030,2.5,20,2453,approved
732,0.193,0,56548,0.1,69,23539,approved
681,0.184,1,64309,3.8,41,25581,denied
725,0.54,0,41332,4.5,59,31989,denied
783,0.428,0,21027,12.7,19,13247,denied
552,0.616,0,78136,2.0,31,18578,denied
715,0.282,0,90041,4.8,42,31515,approved
783,0.224,0,101434,3.8,46,36963,approved
690,0.34,0,44597,36.0,33,25211,approved
635,0.308,0,89950,2.9,58,19405,denied
633,0.283,0,66743,15.5,44,31204,denied
773,0.352,0,92361,10.0,65,20308,approved
673,0.27,0,85525,0.9,61,11005,approved
761,0.429,0,45181,3.8,71,20736,denied
663,0.414,0,108585,4.6,53,17408,denied
780,0.549,0,47287,7.9,18,29168,denied
667,0.344,0,35087,5.4,68,9655,approved
722,0.323,1,61886,7.5,32,1000,denied
694,0.377,2,60795,6.1,49,21461,denied
618,0.412,0,70733,0.8,25,2706,denied
695,0.479,0,41616,3.8,43,40022,denied
581,0.203,0,61524,5.5,30,15541,denied
746,0.307,0,89170,3.0,31,17421,approved
678,0.292,0,15000,15.3,18,19302,approved
674,0.273,0,98155,13.3,34,1000,approved
510,0.118,3,125718,0.5,40,17302,denied
656,0.505,2,85229,0.5,58,26656,denied
713,0.289,0,64436,2.5,48,12702,approved
688,0.365,0,73023,3.6,61,32242,approved
618,0.507,0,19237,6.9,50,17885,denied
614,0.466,0,67365,1.9,67,43320,denied
699,0.209,3,119373,0.2,35,23376,denied
740,0.299,1,114625,9.8,30,29861,denied
723,0.252,0,96057,12.5,26,13773,approved
718,0.421,0,66658,14.1,40,33994,denied
639,0.588,0,77983,2.5,51,34587,denied
743,0.429,0,77730,9.3,69,23490,denied
652,0.221,0,110230,0.1,30,10749,approved
628,0.241,3,56282,4.1,47,13522,denied
770,0.603,0,71148,0.3,31,3278,denied
716,0.405,0,31802,3.5,27,15053,denied
704,0.348,0,79791,13.7,46,19662,approved
539,0.554,1,56683,0.3,58,1000,denied
680,0.078,0,33838,0.0,36,33233,approved
675,0.224,0,47414,1.8,35,16534,approved
687,0.44,0,25012,10.6,65,18709,denied
576,0.421,0,71514,1.0,35,5734,denied
637,0.289,0,59161,8.5,41,12026,denied
653,0.301,0,71466,2.0,27,20382,approved
637,0.274,0,54887,6.2,72,9506,denied
672,0.356,2,89327,8.7,64,1000,denied
686,0.31,0,51299,0.5,70,35819,approved
676,0.137,0,67415,4.5,30,29476,approved
790,0.339,0,42272,1.9,30,16419,approved
772,0.313,0,41803,11.2,50,39510,approved
772,0.269,0,21545,1.1,44,29276,approved
719,0.533,0,82135,2.9,52,26663,denied
618,0.0,1,110290,8.8,75,25683,denied
684,0.0,0,117414,6.2,28,9799,approved
832,0.355,0,67201,7.7,54,56146,approved
655,0.329,0,80898,2.0,34,1000,approved
610,0.145,0,58452,19.3,48,19630,denied
679,0.448,0,74378,5.8,28,1000,denied
673,0.416,1,63927,1.5,60,34696,denied
643,0.313,0,38723,10.6,28,25017,approved
676,0.26,0,111470,2.7,32,5113,approved
671,0.371,0,70266,1.6,24,10821,approved
715,0.499,0,71888,6.4,49,26228,denied
837,0.193,0,49391,9.9,75,10400,approved
773,0.198,0,32726,29.5,67,33025,approved
709,0.216,0,41393,5.3,39,1000,approved
767,0.265,0,94616,2.1,42,18646,approved
723,0.301,0,78261,3.2,64,21228,approved
807,0.449,0,47530,3.4,22,22367,denied
718,0.229,0,80403,5.1,41,9544,approved
813,0.561,0,47550,11.6,74,4566,denied
676,0.321,1,73503,2.9,64,9643,denied
714,0.22,0,86174,5.8,71,25308,approved
614,0.249,0,50694,7.0,49,16752,denied
836,0.378,0,95829,4.9,61,11024,approved
702,0.548,0,30701,6.0,70,39547,denied
691,0.193,0,51970,12.1,70,13834,approved
707,0.138,0,71244,5.9,24,1000,approved
632,0.275,0,135233,4.8,75,18768,denied
741,0.549,1,23393,0.6,71,36837,denied
687,0.231,0,19438,1.5,56,19779,approved
724,0.408,0,79112,1.6,55,5278,denied
